ID_Fakta_Akademik,ID_Mahasiswa,ID_MK,ID_Dosen ,ID_Waktu,Jumlah_SKS_Diambil ,Bobot_Nilai,Status_Lulus
3859,271,1417,76,20210123,3,1,Tidak Lulus
3860,32,1500,141,20210906,2,4,Lulus
3861,465,1280,114,20240222,3,4,Lulus
3862,409,1390,8,20220927,2,4,Lulus
3863,262,1417,85,20210601,3,3,Lulus
3864,58,1374,106,20210512,2,4,Lulus
3865,174,1256,192,20230817,2,3,Lulus
3866,495,1375,13,20240127,3,3,Lulus
3867,308,1341,190,20220914,3,0,Tidak Lulus
3868,320,1320,89,20220904,3,1,Tidak Lulus
3869,369,1426,13,20210317,2,4,Lulus
3870,261,1260,232,20211204,2,3,Lulus
3871,389,1271,124,20210707,3,0,Tidak Lulus
3872,206,1329,239,20220121,4,0,Tidak Lulus
3873,194,1440,83,20210528,3,3,Lulus
3874,86,1286,208,20210202,2,4,Lulus
3875,234,1452,63,20240617,3,1,Tidak Lulus
3876,439,1397,191,20220413,3,4,Lulus
3877,194,1430,133,20240223,3,2,Lulus
3879,241,1486,232,20240901,2,0,Tidak Lulus
3880,367,1494,183,20230918,1,1,Tidak Lulus
3881,493,1450,16,20220228,4,2,Lulus
3882,40,1398,100,20210624,3,0,Tidak Lulus
3883,469,1445,105,20220107,2,1,Tidak Lulus
3884,362,1460,214,20240811,2,2,Lulus
3885,8,1423,240,20230118,3,0,Tidak Lulus
3886,205,1412,139,20221024,3,0,Tidak Lulus
3887,7,1224,197,20210115,2,3,Lulus
3888,257,1383,29,20210506,3,2,Lulus
3889,9,1263,230,20220801,3,2,Lulus
3890,317,1302,8,20210218,2,2,Lulus
3891,100,1436,235,20231201,2,0,Tidak Lulus
3892,189,1399,66,20240401,3,4,Lulus
3893,319,1263,200,20231110,3,2,Lulus
3894,204,1270,129,20230711,3,4,Lulus
3895,394,1499,213,20230422,4,1,Tidak Lulus
3896,122,1469,58,20230607,3,2,Lulus
3897,346,1322,10,20230103,3,1,Tidak Lulus
3898,162,1501,31,20220202,2,3,Lulus
3899,62,1227,17,20241014,2,4,Lulus
3900,1,1241,97,20210325,3,4,Lulus
3901,392,1418,235,20230714,3,0,Tidak Lulus
3902,228,1287,154,20240816,4,1,Tidak Lulus
3903,357,1224,158,20210825,2,2,Lulus
3904,409,1314,122,20240324,3,4,Lulus
3905,440,1373,113,20240918,4,2,Lulus
3907,48,1239,121,20221016,2,2,Lulus
3908,121,1255,31,20230405,3,4,Lulus
3909,117,1325,67,20230921,2,3,Lulus
3910,116,1301,74,20210410,2,4,Lulus
3911,439,1327,78,20241210,2,0,Tidak Lulus
3912,29,1342,176,20230517,3,3,Lulus
3913,206,1392,21,20230508,2,3,Lulus
3914,310,1476,109,20230121,2,4,Lulus
3915,440,1254,10,20231125,4,3,Lulus
3916,228,1321,42,20221210,3,4,Lulus
3917,298,1438,241,20241007,3,3,Lulus
3918,442,1401,223,20230620,2,3,Lulus
3919,12,1292,239,20230107,2,1,Tidak Lulus
3920,112,1468,49,20230122,3,4,Lulus
3921,340,1269,17,20220408,3,2,Lulus
3922,282,1444,238,20211105,3,1,Tidak Lulus
3923,444,1261,172,20230108,3,1,Tidak Lulus
3924,439,1373,155,20220720,4,0,Tidak Lulus
3925,191,1413,90,20220814,2,4,Lulus
3926,318,1373,2,20240902,4,2,Lulus
3927,247,1484,243,20221116,4,1,Tidak Lulus
3928,76,1452,226,20221010,3,3,Lulus
3929,138,1349,111,20210707,2,4,Lulus
3930,379,1291,51,20211220,2,4,Lulus
3931,3,1237,128,20240421,3,3,Lulus
3932,449,1345,96,20240117,2,0,Tidak Lulus
3933,287,1225,246,20240822,2,0,Tidak Lulus
3934,389,1357,204,20230201,2,0,Tidak Lulus
3935,31,1411,83,20220814,3,0,Tidak Lulus
3936,316,1348,88,20221012,2,0,Tidak Lulus
3937,55,1397,150,20210601,3,0,Tidak Lulus
3938,318,1468,162,20210116,3,3,Lulus
3940,167,1481,204,20211103,2,1,Tidak Lulus
3941,161,1229,141,20240805,3,4,Lulus
3942,301,1509,231,20220528,4,1,Tidak Lulus
3943,230,1363,184,20230317,3,4,Lulus
3944,204,1329,34,20220722,4,4,Lulus
3945,422,1443,174,20220301,2,3,Lulus
3946,480,1265,79,20220609,2,3,Lulus
3947,171,1249,155,20220517,3,4,Lulus
3948,131,1402,178,20210413,3,1,Tidak Lulus
3949,211,1409,88,20211113,2,3,Lulus
3950,288,1248,48,20240202,4,1,Tidak Lulus
3951,231,1489,76,20221204,3,3,Lulus
3952,307,1507,141,20211108,4,3,Lulus
3953,337,1373,83,20220608,4,3,Lulus
3954,201,1508,69,20241121,4,4,Lulus
3955,86,1476,17,20210425,2,3,Lulus
3956,198,1403,85,20241125,3,1,Tidak Lulus
3957,251,1231,161,20210711,3,2,Lulus
3958,280,1417,120,20220628,3,3,Lulus
3959,164,1466,222,20221118,3,1,Tidak Lulus
3960,207,1298,24,20230823,2,4,Lulus
3961,145,1447,70,20220516,3,2,Lulus
3962,394,1362,194,20210521,4,0,Tidak Lulus
3963,174,1430,189,20240928,3,3,Lulus
3964,320,1371,136,20220305,4,0,Tidak Lulus
3965,465,1506,96,20240225,2,0,Tidak Lulus
3966,314,1475,89,20231201,3,1,Tidak Lulus
3967,394,1245,208,20230324,3,3,Lulus
3968,119,1305,53,20240103,4,4,Lulus
3969,480,1362,68,20211022,4,1,Tidak Lulus
3970,190,1226,118,20241119,3,0,Tidak Lulus
3971,486,1395,119,20240104,2,2,Lulus
3972,246,1236,155,20240807,3,0,Tidak Lulus
3973,489,1457,153,20230312,4,0,Tidak Lulus
3974,423,1243,197,20220512,3,0,Tidak Lulus
3975,246,1472,170,20220711,3,0,Tidak Lulus
3976,306,1342,26,20221122,3,4,Lulus
3977,351,1365,76,20210913,4,4,Lulus
3978,138,1477,171,20210502,2,2,Lulus
3979,499,1424,231,20230125,3,0,Tidak Lulus
3980,68,1333,58,20210924,2,0,Tidak Lulus
3981,250,1252,135,20240928,2,0,Tidak Lulus
3982,324,1447,93,20231027,3,3,Lulus
3983,408,1435,57,20230314,3,0,Tidak Lulus
3984,326,1247,164,20240402,4,3,Lulus
3985,14,1308,43,20240212,3,4,Lulus
3986,294,1438,85,20240319,3,0,Tidak Lulus
3987,293,1331,160,20240824,3,1,Tidak Lulus
3988,438,1320,201,20210110,3,2,Lulus
3989,194,1410,185,20230915,2,4,Lulus
3990,153,1317,76,20220116,2,2,Lulus
3991,281,1280,46,20220405,3,3,Lulus
3992,355,1348,84,20211204,2,1,Tidak Lulus
3993,467,1367,62,20240326,2,3,Lulus
3994,289,1310,231,20230923,2,0,Tidak Lulus
3995,425,1465,142,20230315,3,2,Lulus
3996,160,1373,25,20210620,4,4,Lulus
3997,397,1317,191,20230512,2,3,Lulus
3998,241,1424,5,20220417,3,1,Tidak Lulus
3999,485,1318,115,20220622,2,0,Tidak Lulus
4000,59,1334,102,20210818,3,2,Lulus
4001,488,1410,13,20221203,2,0,Tidak Lulus
4002,445,1215,36,20220305,3,1,Tidak Lulus
4003,441,1266,124,20231118,2,4,Lulus
4004,4,1323,199,20220115,2,0,Tidak Lulus
4005,46,1406,180,20230528,2,0,Tidak Lulus
4006,271,1477,22,20240823,2,3,Lulus
4007,106,1258,136,20230315,2,4,Lulus
4008,382,1232,229,20211119,2,0,Tidak Lulus
4009,209,1274,240,20211017,2,3,Lulus
4010,172,1304,248,20230521,2,3,Lulus
4011,428,1446,52,20230306,3,1,Tidak Lulus
4012,108,1257,99,20220120,2,1,Tidak Lulus
4013,106,1418,223,20210807,3,4,Lulus
4014,51,1316,28,20220119,3,2,Lulus
4015,43,1479,158,20240310,3,1,Tidak Lulus
4016,77,1334,116,20211120,3,4,Lulus
4017,308,1408,124,20230112,2,3,Lulus
4018,390,1370,133,20221201,4,1,Tidak Lulus
4019,119,1491,67,20240218,4,3,Lulus
4020,149,1234,122,20210915,3,1,Tidak Lulus
4021,159,1402,121,20210909,3,0,Tidak Lulus
4022,16,1427,200,20230628,2,2,Lulus
4023,150,1314,189,20241113,3,4,Lulus
4024,63,1362,100,20210922,4,3,Lulus
4025,174,1433,249,20210104,3,2,Lulus
4026,445,1294,183,20240910,4,2,Lulus
4027,344,1223,117,20240716,2,2,Lulus
4028,57,1375,159,20220517,3,0,Tidak Lulus
4029,44,1481,73,20220723,2,4,Lulus
4030,214,1332,238,20210718,3,4,Lulus
4031,352,1353,147,20211016,4,2,Lulus
4032,151,1346,208,20240309,2,1,Tidak Lulus
4033,396,1325,183,20210920,2,3,Lulus
4034,186,1461,167,20240708,2,0,Tidak Lulus
4035,375,1456,48,20240404,2,2,Lulus
4036,8,1457,250,20220806,4,4,Lulus
4037,84,1374,216,20231001,2,3,Lulus
4038,176,1472,167,20231021,3,0,Tidak Lulus
4039,433,1359,101,20220913,3,2,Lulus
4040,322,1297,148,20230823,2,2,Lulus
4041,449,1264,136,20230912,3,4,Lulus
4042,127,1360,233,20220210,2,1,Tidak Lulus
4043,385,1472,2,20241106,3,2,Lulus
4044,237,1267,118,20220924,2,4,Lulus
4045,437,1326,31,20230606,3,0,Tidak Lulus
4046,257,1308,164,20230906,3,4,Lulus
4047,431,1337,228,20210601,3,4,Lulus
4048,383,1430,95,20240123,3,1,Tidak Lulus
4049,248,1439,179,20240215,3,4,Lulus
4050,94,1376,143,20230620,4,2,Lulus
4051,167,1489,242,20230808,3,1,Tidak Lulus
4052,78,1387,118,20231224,1,0,Tidak Lulus
4053,59,1446,78,20230317,3,0,Tidak Lulus
4054,395,1327,120,20220117,2,2,Lulus
4055,433,1471,18,20221028,3,3,Lulus
4056,182,1238,71,20220112,2,1,Tidak Lulus
4057,474,1457,148,20240908,4,4,Lulus
4058,38,1266,75,20241023,2,0,Tidak Lulus
4059,3,1304,55,20221125,2,1,Tidak Lulus
4060,78,1279,5,20231221,3,4,Lulus
4061,151,1358,160,20220308,2,4,Lulus
4062,167,1265,156,20230512,2,3,Lulus
4063,409,1300,98,20230826,2,3,Lulus
4064,100,1239,91,20220123,2,4,Lulus
4065,323,1509,171,20230211,4,1,Tidak Lulus
4066,445,1324,23,20231220,2,3,Lulus
4067,330,1352,141,20220214,3,4,Lulus
4068,433,1510,213,20241022,4,4,Lulus
4069,334,1426,76,20240118,2,3,Lulus
4070,429,1361,53,20230422,4,0,Tidak Lulus
4071,344,1291,187,20231207,2,1,Tidak Lulus
4072,101,1505,112,20210318,4,0,Tidak Lulus
4073,292,1505,130,20230508,4,2,Lulus
4074,156,1445,74,20210805,2,1,Tidak Lulus
4075,260,1482,107,20220416,2,2,Lulus
4076,167,1479,151,20230308,3,1,Tidak Lulus
4077,221,1346,42,20210709,2,0,Tidak Lulus
4078,490,1241,38,20210213,3,1,Tidak Lulus
4079,113,1454,178,20230616,2,4,Lulus
4080,452,1356,99,20220722,4,4,Lulus
4081,54,1399,72,20241022,3,1,Tidak Lulus
4082,231,1271,55,20241028,3,1,Tidak Lulus
4083,463,1265,152,20230412,2,1,Tidak Lulus
4084,155,1391,56,20240316,2,3,Lulus
4085,12,1271,134,20230707,3,1,Tidak Lulus
4086,395,1388,2,20210416,1,4,Lulus
4087,331,1348,118,20240310,2,1,Tidak Lulus
4088,214,1452,158,20241019,3,3,Lulus
4089,226,1239,182,20220612,2,4,Lulus
4090,176,1336,62,20231226,3,3,Lulus
4091,442,1320,6,20240405,3,0,Tidak Lulus
4092,344,1459,3,20221125,3,0,Tidak Lulus
4093,75,1486,169,20210109,2,2,Lulus
4094,23,1395,35,20220323,2,2,Lulus
4095,271,1414,237,20241006,2,3,Lulus
4096,140,1400,108,20221106,3,1,Tidak Lulus
4097,244,1280,233,20220702,3,4,Lulus
4098,66,1314,60,20210528,3,2,Lulus
4099,440,1226,129,20230109,3,3,Lulus
4100,152,1495,91,20220618,2,0,Tidak Lulus
4101,144,1330,83,20241219,4,0,Tidak Lulus
4102,357,1286,91,20210707,2,1,Tidak Lulus
4103,478,1285,94,20210502,2,0,Tidak Lulus
4104,62,1450,91,20210127,4,2,Lulus
4105,269,1359,164,20240313,3,3,Lulus
4106,470,1302,158,20220528,2,3,Lulus
4107,259,1344,147,20211227,3,4,Lulus
4108,323,1486,39,20220223,2,3,Lulus
4109,45,1320,145,20241001,3,0,Tidak Lulus
4110,426,1497,127,20240422,4,4,Lulus
4111,7,1228,109,20220717,3,0,Tidak Lulus
4112,488,1361,179,20230419,4,2,Lulus
4113,189,1449,162,20241125,2,2,Lulus
4114,345,1414,44,20240611,2,2,Lulus
4115,277,1347,196,20230228,2,4,Lulus
4116,392,1251,23,20210304,2,1,Tidak Lulus
4117,489,1396,47,20240902,3,4,Lulus
4118,405,1252,180,20210703,2,4,Lulus
4119,481,1267,27,20230917,2,1,Tidak Lulus
4120,484,1360,17,20211105,2,4,Lulus
4121,448,1403,120,20241203,3,4,Lulus
4122,455,1456,107,20240316,2,1,Tidak Lulus
4123,308,1382,169,20241001,3,0,Tidak Lulus
4124,199,1300,43,20220709,2,1,Tidak Lulus
4125,393,1302,184,20210813,2,4,Lulus
4126,181,1263,71,20240327,3,3,Lulus
4127,18,1475,43,20220125,3,2,Lulus
4128,126,1218,174,20240124,2,4,Lulus
4129,92,1230,32,20210727,3,0,Tidak Lulus
4130,448,1362,54,20220806,4,4,Lulus
4131,260,1388,127,20230925,1,1,Tidak Lulus
4132,163,1296,166,20231204,3,2,Lulus
4133,366,1435,35,20240927,3,1,Tidak Lulus
4134,28,1476,71,20240218,2,1,Tidak Lulus
4135,91,1472,61,20230822,3,4,Lulus
4136,28,1261,171,20241211,3,1,Tidak Lulus
4137,257,1259,246,20240405,2,1,Tidak Lulus
4138,165,1301,30,20210118,2,3,Lulus
4139,116,1280,66,20210709,3,0,Tidak Lulus
4140,71,1240,235,20241124,3,3,Lulus
4141,87,1245,85,20240423,3,4,Lulus
4142,291,1447,229,20210214,3,3,Lulus
4143,411,1264,139,20230122,3,3,Lulus
4144,53,1257,50,20220811,2,4,Lulus
4145,152,1444,52,20230211,3,2,Lulus
4146,335,1379,201,20230701,2,0,Tidak Lulus
4147,434,1436,75,20220113,2,3,Lulus
4148,287,1333,247,20230518,2,1,Tidak Lulus
4149,240,1499,32,20210515,4,0,Tidak Lulus
4150,110,1372,110,20220909,3,3,Lulus
4151,435,1408,74,20241025,2,2,Lulus
4152,385,1401,117,20241118,2,2,Lulus
4153,115,1237,38,20221213,3,2,Lulus
4154,102,1397,149,20220921,3,4,Lulus
4155,301,1260,167,20210909,2,0,Tidak Lulus
4156,351,1376,85,20231011,4,4,Lulus
4157,114,1433,217,20221220,3,0,Tidak Lulus
4158,134,1371,208,20220516,4,2,Lulus
4159,232,1484,43,20210213,4,4,Lulus
4160,102,1271,197,20241112,3,4,Lulus
4161,10,1330,98,20220317,4,1,Tidak Lulus
4162,210,1502,21,20230726,2,4,Lulus
4163,67,1328,225,20240711,3,1,Tidak Lulus
4164,475,1328,140,20221028,3,3,Lulus
4165,54,1347,191,20240111,2,4,Lulus
4167,305,1226,173,20240507,3,4,Lulus
4168,370,1276,199,20240920,3,3,Lulus
4169,8,1244,227,20230513,3,1,Tidak Lulus
4170,139,1436,213,20230505,2,4,Lulus
4171,193,1272,111,20230212,3,0,Tidak Lulus
4172,479,1487,93,20241006,2,0,Tidak Lulus
4173,97,1448,198,20230321,2,1,Tidak Lulus
4174,35,1470,114,20220106,3,1,Tidak Lulus
4175,187,1397,95,20230725,3,2,Lulus
4176,186,1243,88,20230122,3,3,Lulus
4177,279,1380,96,20240109,2,0,Tidak Lulus
4178,384,1300,2,20221209,2,3,Lulus
4179,131,1437,110,20230112,3,4,Lulus
4180,23,1382,242,20220918,3,0,Tidak Lulus
4181,262,1239,150,20220521,2,3,Lulus
4182,300,1481,173,20220110,2,3,Lulus
4183,36,1437,167,20240912,3,1,Tidak Lulus
4184,349,1238,142,20240808,2,4,Lulus
4185,73,1301,242,20210211,2,4,Lulus
4186,392,1409,168,20210513,2,1,Tidak Lulus
4187,367,1239,121,20240205,2,0,Tidak Lulus
4188,439,1391,100,20210121,2,3,Lulus
4189,285,1441,95,20240404,3,0,Tidak Lulus
4190,258,1286,6,20240819,2,1,Tidak Lulus
4191,77,1287,171,20240118,4,2,Lulus
4192,16,1222,39,20230926,3,4,Lulus
4193,406,1507,249,20230214,4,2,Lulus
4194,52,1287,123,20230212,4,4,Lulus
4195,181,1230,198,20230318,3,2,Lulus
4196,464,1336,37,20211127,3,0,Tidak Lulus
4197,49,1357,224,20230915,2,4,Lulus
4198,377,1327,110,20211225,2,4,Lulus
4199,338,1401,150,20220902,2,2,Lulus
4200,133,1495,80,20211224,2,0,Tidak Lulus
4201,412,1270,100,20220625,3,4,Lulus
4202,308,1225,37,20230505,2,4,Lulus
4203,193,1408,12,20230512,2,4,Lulus
4204,439,1395,110,20210724,2,2,Lulus
4205,289,1292,247,20241009,2,4,Lulus
4206,31,1480,146,20210716,2,2,Lulus
4207,283,1407,212,20220605,2,0,Tidak Lulus
4208,255,1375,129,20240113,3,4,Lulus
4209,482,1214,141,20220406,4,3,Lulus
4210,467,1335,159,20220709,3,3,Lulus
4211,166,1426,135,20230407,2,4,Lulus
4212,93,1309,211,20211020,2,4,Lulus
4213,447,1380,135,20220420,2,0,Tidak Lulus
4214,247,1451,175,20240807,4,1,Tidak Lulus
4215,311,1430,224,20240608,3,0,Tidak Lulus
4216,188,1380,241,20221201,2,4,Lulus
4217,7,1503,228,20230903,4,1,Tidak Lulus
4218,143,1405,223,20210325,3,2,Lulus
4219,162,1495,180,20221218,2,3,Lulus
4220,175,1213,32,20221218,4,0,Tidak Lulus
4221,209,1417,225,20210123,3,1,Tidak Lulus
4222,224,1364,102,20230305,3,2,Lulus
4223,406,1312,250,20210821,2,4,Lulus
4224,264,1285,13,20231116,2,4,Lulus
4225,318,1376,35,20241216,4,0,Tidak Lulus
4226,430,1294,92,20221112,4,3,Lulus
4227,56,1339,161,20230201,3,2,Lulus
4228,332,1297,169,20231004,2,2,Lulus
4229,40,1458,179,20231014,4,4,Lulus
4230,51,1281,47,20211101,4,4,Lulus
4231,162,1337,82,20240706,3,0,Tidak Lulus
4232,53,1305,172,20210825,4,1,Tidak Lulus
4233,190,1298,118,20210413,2,4,Lulus
4234,478,1284,98,20240221,2,4,Lulus
4235,180,1218,75,20221020,2,1,Tidak Lulus
4236,446,1296,235,20231205,3,4,Lulus
4237,467,1298,115,20241207,2,0,Tidak Lulus
4238,276,1296,97,20210820,3,1,Tidak Lulus
4239,206,1406,123,20230223,2,4,Lulus
4240,248,1496,96,20241203,2,4,Lulus
4241,373,1303,106,20210102,2,4,Lulus
4242,43,1240,196,20210723,3,4,Lulus
4243,386,1340,37,20240701,2,0,Tidak Lulus
4244,451,1365,174,20230108,4,0,Tidak Lulus
4245,428,1503,140,20231223,4,0,Tidak Lulus
4246,131,1444,138,20240713,3,2,Lulus
4247,485,1243,53,20241013,3,2,Lulus
4248,485,1486,88,20230817,2,0,Tidak Lulus
4249,465,1436,231,20211108,2,0,Tidak Lulus
4250,349,1215,188,20230707,3,0,Tidak Lulus
4251,161,1220,228,20231218,4,0,Tidak Lulus
4252,13,1217,46,20210426,2,2,Lulus
4253,185,1463,174,20231003,2,4,Lulus
4254,58,1364,197,20210707,3,1,Tidak Lulus
4255,400,1336,125,20220508,3,2,Lulus
4256,139,1355,102,20230326,4,0,Tidak Lulus
4257,343,1323,41,20240816,2,1,Tidak Lulus
4258,288,1324,44,20230922,2,2,Lulus
4259,79,1501,4,20240202,2,4,Lulus
4260,296,1249,188,20240426,3,4,Lulus
4261,425,1323,235,20230314,2,2,Lulus
4262,419,1314,59,20211007,3,3,Lulus
4263,77,1322,149,20220702,3,0,Tidak Lulus
4264,19,1355,166,20241004,4,2,Lulus
4265,367,1222,246,20240708,3,3,Lulus
4266,262,1429,153,20220801,3,3,Lulus
4267,76,1424,135,20210728,3,2,Lulus
4268,332,1421,33,20240122,2,3,Lulus
4269,330,1327,49,20210219,2,2,Lulus
4270,28,1497,93,20230718,4,4,Lulus
4271,124,1481,164,20210909,2,2,Lulus
4272,125,1272,86,20230903,3,3,Lulus
4273,126,1295,148,20210127,4,3,Lulus
4274,453,1447,15,20240509,3,2,Lulus
4275,424,1321,92,20220220,3,2,Lulus
4276,236,1402,218,20221005,3,0,Tidak Lulus
4277,307,1213,96,20230513,4,0,Tidak Lulus
4278,326,1313,8,20210125,3,4,Lulus
4279,101,1417,245,20230316,3,2,Lulus
4280,450,1220,110,20241123,4,0,Tidak Lulus
4281,445,1384,34,20220801,2,2,Lulus
4282,334,1276,16,20210613,3,1,Tidak Lulus
4283,290,1426,28,20220416,2,4,Lulus
4284,341,1276,14,20240814,3,0,Tidak Lulus
4285,324,1337,92,20230807,3,4,Lulus
4286,432,1413,192,20220917,2,2,Lulus
4287,38,1347,62,20210728,2,4,Lulus
4288,141,1425,197,20220508,2,0,Tidak Lulus
4289,452,1280,226,20231009,3,3,Lulus
4290,159,1351,137,20220816,4,1,Tidak Lulus
4291,232,1496,154,20220507,2,2,Lulus
4292,174,1286,33,20210601,2,0,Tidak Lulus
4293,277,1253,59,20230823,2,0,Tidak Lulus
4294,395,1213,96,20230410,4,0,Tidak Lulus
4295,128,1319,35,20240105,2,2,Lulus
4296,398,1367,203,20210307,2,2,Lulus
4297,242,1428,246,20211208,2,0,Tidak Lulus
4298,417,1426,127,20221024,2,0,Tidak Lulus
4299,294,1389,207,20230119,2,3,Lulus
4300,175,1284,119,20240419,2,3,Lulus
4301,200,1468,168,20230219,3,2,Lulus
4302,76,1338,193,20220318,3,3,Lulus
4303,179,1493,202,20210419,2,3,Lulus
4304,62,1253,46,20240910,2,0,Tidak Lulus
4305,118,1408,45,20220406,2,1,Tidak Lulus
4306,62,1356,161,20240227,4,4,Lulus
4307,363,1410,83,20240305,2,1,Tidak Lulus
4308,203,1317,4,20231023,2,0,Tidak Lulus
4309,200,1251,122,20230716,2,3,Lulus
4310,27,1247,96,20210828,4,2,Lulus
4311,301,1447,192,20221211,3,2,Lulus
4312,6,1445,42,20220912,2,3,Lulus
4313,435,1305,64,20231121,4,4,Lulus
4314,279,1215,159,20211005,3,0,Tidak Lulus
4315,51,1240,222,20240523,3,3,Lulus
4316,323,1302,223,20230419,2,2,Lulus
4317,122,1369,210,20240921,4,2,Lulus
4318,120,1355,249,20240127,4,4,Lulus
4319,482,1344,168,20220323,3,0,Tidak Lulus
4320,335,1495,143,20240406,2,2,Lulus
4321,184,1329,233,20220215,4,1,Tidak Lulus
4322,488,1248,16,20220307,4,3,Lulus
4323,441,1407,100,20230118,2,3,Lulus
4324,184,1403,238,20241202,3,2,Lulus
4325,338,1232,197,20220603,2,0,Tidak Lulus
4326,418,1422,46,20210111,2,2,Lulus
4327,66,1437,29,20210102,3,3,Lulus
4328,302,1277,151,20220218,3,2,Lulus
4329,281,1267,130,20230321,2,0,Tidak Lulus
4330,408,1399,59,20240924,3,3,Lulus
4331,93,1467,174,20211101,3,2,Lulus
4332,486,1440,34,20210819,3,4,Lulus
4333,206,1400,234,20220721,3,0,Tidak Lulus
4334,430,1464,29,20240821,3,3,Lulus
4335,327,1374,224,20220408,2,1,Tidak Lulus
4336,260,1284,209,20220426,2,2,Lulus
4337,28,1403,28,20221120,3,2,Lulus
4338,42,1274,245,20210318,2,3,Lulus
4339,18,1509,156,20221012,4,2,Lulus
4340,489,1300,204,20230303,2,4,Lulus
4341,450,1445,164,20241016,2,0,Tidak Lulus
4342,283,1462,46,20231218,2,1,Tidak Lulus
4343,253,1270,198,20240216,3,0,Tidak Lulus
4344,63,1381,233,20231224,3,3,Lulus
4345,131,1221,6,20240612,3,3,Lulus
4346,464,1263,135,20240810,3,2,Lulus
4347,500,1354,38,20210114,2,4,Lulus
4348,7,1242,165,20240304,3,4,Lulus
4349,191,1489,39,20240524,3,0,Tidak Lulus
4350,54,1306,45,20210701,4,1,Tidak Lulus
4351,322,1507,24,20230121,4,2,Lulus
4352,424,1330,68,20230305,4,3,Lulus
4353,350,1421,234,20240118,2,3,Lulus
4354,427,1309,221,20220304,2,3,Lulus
4355,430,1398,23,20221228,3,0,Tidak Lulus
4356,139,1225,27,20220716,2,1,Tidak Lulus
4357,2,1363,239,20241027,3,2,Lulus
4358,388,1328,81,20240101,3,0,Tidak Lulus
4359,280,1265,189,20220302,2,2,Lulus
4360,461,1257,21,20210324,2,4,Lulus
4361,416,1397,231,20240827,3,3,Lulus
4362,152,1359,24,20220122,3,0,Tidak Lulus
4363,104,1215,126,20230505,3,3,Lulus
4364,309,1463,223,20230723,2,4,Lulus
4365,285,1492,126,20220121,3,2,Lulus
4366,23,1508,140,20230622,4,1,Tidak Lulus
4367,145,1243,180,20240615,3,2,Lulus
4368,462,1217,8,20220702,2,0,Tidak Lulus
4369,418,1349,52,20240620,2,0,Tidak Lulus
4370,114,1263,173,20220803,3,3,Lulus
4371,452,1396,215,20230205,3,3,Lulus
4372,366,1443,181,20220711,2,2,Lulus
4373,281,1478,96,20220620,3,2,Lulus
4374,171,1247,108,20230714,4,3,Lulus
4375,147,1502,232,20210220,2,0,Tidak Lulus
4376,389,1310,3,20210511,2,1,Tidak Lulus
4377,292,1363,162,20221127,3,1,Tidak Lulus
4378,29,1438,221,20211119,3,3,Lulus
4379,17,1419,3,20230411,3,1,Tidak Lulus
4380,474,1297,235,20231227,2,1,Tidak Lulus
4381,148,1451,199,20241102,4,1,Tidak Lulus
4382,270,1286,182,20240917,2,0,Tidak Lulus
4383,287,1278,246,20221010,3,2,Lulus
4384,333,1382,160,20220418,3,3,Lulus
4385,92,1352,67,20221216,3,3,Lulus
4386,320,1280,26,20230501,3,0,Tidak Lulus
4387,172,1343,206,20210225,2,4,Lulus
4388,186,1423,64,20220525,3,0,Tidak Lulus
4389,454,1278,114,20230828,3,4,Lulus
4390,288,1310,56,20241221,2,4,Lulus
4391,129,1387,156,20241104,1,3,Lulus
4393,8,1349,248,20231223,2,4,Lulus
4394,141,1330,75,20220116,4,4,Lulus
4395,451,1237,143,20240902,3,2,Lulus
4396,259,1501,50,20231125,2,2,Lulus
4397,358,1285,5,20220307,2,3,Lulus
4398,204,1317,207,20221020,2,4,Lulus
4399,19,1247,203,20230419,4,1,Tidak Lulus
4400,298,1270,114,20240715,3,4,Lulus
4401,106,1352,63,20231005,3,4,Lulus
4402,90,1340,22,20220324,2,1,Tidak Lulus
4403,185,1274,100,20240622,2,4,Lulus
4404,414,1272,25,20220716,3,3,Lulus
4405,187,1338,145,20210412,3,0,Tidak Lulus
4406,130,1407,1,20220908,2,0,Tidak Lulus
4407,341,1488,68,20240213,2,0,Tidak Lulus
4408,8,1363,44,20220523,3,4,Lulus
4409,488,1377,90,20221121,3,4,Lulus
4410,287,1361,164,20231110,4,2,Lulus
4411,301,1369,48,20210428,4,0,Tidak Lulus
4412,295,1435,104,20221025,3,2,Lulus
4413,287,1282,192,20220221,4,0,Tidak Lulus
4414,183,1271,185,20210616,3,2,Lulus
4415,354,1350,229,20220326,2,4,Lulus
4416,94,1278,91,20241206,3,2,Lulus
4417,163,1320,199,20220524,3,2,Lulus
4418,169,1464,27,20220715,3,2,Lulus
4419,176,1504,127,20240611,4,4,Lulus
4420,423,1411,81,20220715,3,2,Lulus
4421,275,1361,102,20240903,4,3,Lulus
4422,219,1340,147,20230319,2,4,Lulus
4423,237,1293,174,20220102,2,1,Tidak Lulus
4424,138,1461,98,20230117,2,0,Tidak Lulus
4425,65,1260,13,20230816,2,4,Lulus
4426,311,1450,232,20240717,4,0,Tidak Lulus
4427,168,1357,177,20231104,2,2,Lulus
4428,451,1491,78,20240910,4,4,Lulus
4429,408,1400,186,20210711,3,1,Tidak Lulus
4430,480,1215,18,20210612,3,2,Lulus
