ID_Fakta_Publikasi,ID_Dosen,ID_Jurnal,ID_Waktu,Jumlah_Sitasi,Jumlah_Publikasi
1812,84,6,20220318,52,4
1813,173,5,20220908,13,3
1814,70,4,20241216,74,4
1815,169,6,20220224,35,3
1816,249,1,20210610,47,5
1817,60,9,20220322,5,1
1818,57,6,20210218,2,4
1819,178,14,20241021,10,4
1820,247,1,20220809,12,5
1821,5,3,20210519,20,5
1822,1,13,20240511,99,1
1823,46,1,20230911,2,4
1824,90,3,20230507,58,5
1825,44,6,20230117,27,1
1826,246,10,20220306,15,1
1827,191,9,20240923,25,1
1828,60,3,20211017,34,3
1829,141,9,20240119,8,2
1830,151,1,20210812,41,3
1831,146,5,20220214,71,2
1832,72,10,20240602,31,4
1833,135,14,20220811,88,2
1834,133,12,20230921,6,3
1835,220,14,20241122,66,4
1836,140,13,20220415,87,1
1837,184,3,20240318,17,1
1838,234,14,20221201,28,4
1839,107,9,20220618,54,4
1840,2,13,20221023,71,3
1841,15,10,20241003,69,2
1842,54,8,20220627,42,1
1843,183,3,20220618,1,3
1844,154,4,20230826,14,5
1845,218,6,20210728,57,2
1846,161,1,20210315,88,1
1847,123,4,20230210,48,2
1848,246,14,20240114,60,5
1849,161,4,20220509,53,1
1850,196,12,20230208,70,1
1851,10,9,20240815,85,1
1852,60,8,20240608,63,5
1853,107,6,20210818,47,2
1854,3,2,20230117,91,4
1855,233,3,20230321,8,5
1856,174,10,20230603,53,3
1857,154,6,20220203,50,5
1858,223,2,20241109,52,3
1859,62,6,20210611,9,5
1860,138,5,20210504,4,4
1861,215,1,20210223,99,4
1862,157,3,20240701,67,5
1863,118,7,20241011,86,4
1864,175,3,20211112,52,3
1865,245,3,20221221,92,1
1866,128,7,20241211,45,1
1867,239,13,20231108,79,4
1868,238,1,20231003,78,1
1869,81,2,20240226,87,2
1870,196,4,20221122,72,1
1871,144,2,20211220,61,2
1872,250,9,20211007,42,4
1873,230,8,20210212,86,1
1874,236,13,20210114,77,1
1875,91,4,20211223,22,2
1876,191,6,20220623,5,4
1877,69,11,20210825,40,3
1878,116,7,20220625,63,3
1879,60,10,20230220,74,1
1880,41,2,20230628,72,3
1881,204,12,20211120,25,3
1882,34,8,20210123,80,5
1883,103,3,20230914,49,1
1884,62,6,20210326,10,4
1885,218,3,20230503,80,1
1886,96,4,20230321,28,4
1887,242,7,20240419,40,5
1888,132,3,20220124,93,1
1889,36,12,20240401,90,5
1890,20,7,20230228,72,1
1891,206,3,20240519,62,3
1892,115,6,20210309,80,2
1893,11,8,20210617,76,2
1894,101,2,20240409,73,2
1895,29,11,20220620,1,4
1896,231,14,20210626,77,1
1897,18,5,20230928,17,2
1898,168,10,20221014,18,5
1899,229,3,20240913,70,2
1900,187,6,20241111,84,4
1901,9,8,20230615,6,3
1902,168,14,20210620,60,2
1903,42,11,20230506,96,2
1904,88,14,20241106,51,2
1905,55,11,20220524,24,2
1906,36,1,20220511,60,1
1907,129,10,20231028,75,2
1908,57,13,20210524,83,1
1909,44,3,20231111,37,4
1910,66,3,20240609,43,4
1911,37,3,20210813,19,1
1912,129,7,20211226,15,3
1913,239,11,20210121,32,3
1914,69,12,20240304,88,3
1915,65,11,20210422,55,3
1916,152,6,20220705,49,4
1917,204,13,20230314,7,4
1918,69,2,20230621,70,3
1919,131,1,20221104,24,1
1920,135,9,20210310,90,5
1921,180,14,20211105,86,2
1922,194,7,20220618,21,2
1923,101,10,20221006,87,5
1924,183,8,20240120,44,3
1925,243,5,20230414,84,2
1926,50,13,20220821,55,2
1927,107,5,20230504,62,4
1928,186,11,20211107,96,4
1929,240,8,20210822,45,5
1930,78,9,20240103,60,1
1931,205,3,20210311,48,5
1932,102,2,20211102,86,3
1933,241,4,20210303,50,3
1934,193,13,20210906,81,5
1935,131,2,20220615,41,3
1936,188,12,20231225,66,2
1937,181,3,20240413,27,2
1938,36,14,20211118,46,3
1939,225,8,20210119,82,5
1940,240,14,20220319,81,4
1941,119,7,20220823,89,5
1942,237,6,20210402,63,1
1943,82,13,20210806,14,5
1944,143,6,20230104,17,1
1945,7,1,20220728,60,1
1946,50,1,20230704,41,5
1947,150,3,20210506,6,4
1948,158,6,20220821,81,5
1949,183,9,20240703,94,2
1950,197,14,20230527,27,3
1951,138,6,20240308,46,1
1952,242,9,20210507,15,2
1953,114,14,20241208,61,5
1954,74,4,20221004,73,5
1955,26,11,20220902,16,4
1956,136,8,20241023,76,5
1957,245,10,20221218,30,3
1958,97,8,20230525,70,5
1959,146,1,20241205,51,2
1960,97,9,20240422,27,2
1961,192,12,20220908,23,4
1962,76,10,20230824,28,1
1963,116,10,20241113,95,4
1964,170,9,20241018,95,2
1965,167,11,20230405,25,1
1966,55,1,20231114,52,1
1967,104,13,20241107,57,2
1968,59,6,20210606,81,3
1969,248,5,20240313,74,3
1970,148,2,20231213,43,5
1971,59,6,20230628,56,1
1972,237,2,20210414,9,4
1973,18,9,20230812,71,3
1974,235,10,20220623,82,4
1975,6,10,20230720,62,2
1976,124,1,20240702,80,5
1977,163,1,20240924,54,4
1978,222,7,20231202,73,4
1979,97,9,20220316,1,3
1980,87,13,20240722,59,5
1981,89,4,20210811,17,3
1982,27,8,20220305,63,2
1983,128,5,20210319,18,2
1984,32,10,20220127,6,3
1985,203,9,20230416,70,4
1986,169,7,20230722,59,1
1987,119,13,20220608,0,2
1988,123,4,20220928,85,1
1989,233,7,20211109,20,1
1990,11,14,20241027,47,2
1991,206,1,20240810,65,2
1992,157,10,20210411,79,3
1993,173,3,20240106,42,2
1994,62,4,20240627,35,2
1995,167,1,20230505,30,4
1996,48,3,20210509,32,1
1997,227,9,20220107,91,2
1998,28,10,20221224,51,2
1999,160,10,20220919,84,4
2000,16,9,20220318,44,1
2001,133,3,20230905,58,1
2002,191,8,20230201,57,2
2003,91,4,20240518,80,3
2004,234,13,20211227,1,2
2005,173,10,20220209,82,1
2006,68,4,20230605,96,2
2007,87,2,20240818,63,5
2008,229,9,20230902,31,5
2009,116,8,20230717,89,4
2010,47,11,20210108,45,4
2011,157,8,20240625,1,3
2012,199,6,20210902,57,2
2013,212,10,20231019,32,5
2014,159,12,20240303,80,3
2015,87,10,20231123,65,2
2016,227,3,20231122,6,5
2017,202,4,20220225,68,1
2018,109,2,20231109,41,5
2019,144,4,20210626,27,4
2020,223,6,20210727,32,1
2021,166,14,20231208,37,3
2022,140,5,20221216,2,1
2023,202,13,20210920,61,5
2024,1,14,20211003,1,4
2025,102,6,20240417,87,5
2026,120,12,20220323,6,5
2027,247,12,20240216,77,3
2028,155,2,20230526,9,1
2029,243,6,20241014,42,1
2030,19,5,20210417,58,2
2031,38,2,20230125,37,2
2032,246,4,20210107,55,3
2033,125,2,20240107,66,4
2034,111,8,20230413,56,1
2035,176,3,20230417,5,1
2036,243,14,20240510,48,1
2037,229,8,20240712,72,3
2038,125,6,20210225,39,1
2039,48,1,20211211,29,2
2040,68,5,20210713,92,4
2041,94,3,20241002,75,1
2042,111,12,20220202,73,4
2043,206,3,20240228,39,1
2044,41,11,20230606,83,2
2045,28,13,20220708,19,3
2046,224,10,20231105,90,4
2047,70,1,20230225,14,1
2048,169,1,20220304,56,4
2049,55,5,20230913,91,1
2050,154,13,20221212,93,2
2051,227,5,20231126,43,4
2052,222,12,20220923,54,1
2053,241,9,20241202,57,2
2054,60,2,20241117,81,1
2055,99,6,20231114,60,4
2056,14,8,20231203,36,3
2057,189,2,20210304,10,5
2058,219,10,20241117,30,4
2059,53,12,20211028,70,2
2060,233,1,20220718,81,3
2061,192,6,20210820,52,3
2062,82,9,20240206,26,5
2063,126,4,20211002,83,5
2064,57,11,20231122,27,4
2065,245,6,20231003,93,3
2066,127,9,20210303,48,3
2067,14,7,20220707,30,2
2068,237,4,20231216,99,5
2069,154,1,20211115,30,5
2070,205,3,20231003,7,5
2071,156,9,20231124,63,3
2072,169,2,20211210,20,1
2073,139,11,20240726,59,3
2074,82,11,20230601,30,1
2075,245,6,20240204,22,4
2076,207,13,20221125,36,4
2077,115,4,20220417,66,5
2078,65,14,20230508,26,3
2079,78,10,20240208,56,1
2080,96,8,20221027,81,2
2081,76,2,20231007,64,4
2082,61,13,20231023,43,3
2083,88,14,20231110,40,2
2084,245,13,20220225,8,5
2085,97,12,20220803,60,3
2086,81,2,20230426,68,4
2087,136,3,20240710,98,1
2088,244,2,20230927,22,5
2089,162,1,20241217,99,1
2090,183,2,20220317,77,3
2091,190,8,20240621,22,5
2092,98,14,20240510,1,4
2093,39,7,20231101,13,5
2094,51,7,20210124,9,2
2095,14,14,20210409,10,2
2096,116,1,20221111,37,5
2097,115,5,20210904,19,1
2098,213,9,20221017,92,3
2099,40,10,20230717,5,1
2100,204,8,20220906,15,1
2101,77,6,20220202,23,1
2102,131,2,20231112,37,3
2103,122,9,20220212,48,3
2104,236,6,20210101,40,1
2105,89,3,20240725,83,2
2106,33,13,20241104,72,4
2107,102,4,20240126,1,1
2108,85,5,20220902,78,5
2109,90,2,20211218,25,5
2110,167,12,20240724,31,2
2111,214,6,20210819,8,5
2112,250,8,20210627,71,3
2113,233,2,20210605,60,1
2114,244,9,20230618,84,2
2115,186,2,20231205,85,4
2116,212,9,20210201,98,4
2117,210,4,20210302,46,4
2118,142,2,20220514,16,2
2119,219,8,20230117,86,3
2120,94,7,20240410,92,3
2121,8,4,20230120,80,5
2122,44,9,20240418,7,3
2123,203,5,20210515,87,1
2124,91,6,20220705,36,1
2125,84,4,20230426,88,2
2126,241,12,20220723,26,4
2127,248,8,20240502,80,5
2128,29,9,20230110,44,4
2129,115,9,20240408,67,2
2130,61,7,20211226,97,1
2131,247,1,20210506,88,4
2132,160,4,20230528,5,3
2133,231,14,20220106,35,1
2134,77,2,20220124,66,1
2135,9,13,20230519,69,3
2136,60,14,20241007,77,5
2137,184,6,20220624,85,3
2138,88,1,20241014,5,4
2139,109,9,20220325,1,1
2140,95,12,20210717,33,4
2141,191,11,20231025,24,2
2142,43,8,20240510,70,2
2143,130,1,20240620,52,3
2144,207,14,20230513,39,3
2145,132,3,20230402,53,3
2146,203,8,20231021,58,1
2147,16,1,20230207,60,4
2148,159,4,20210809,12,4
2149,81,1,20210112,47,4
2150,198,1,20221218,14,1
2151,19,14,20211124,8,5
2152,56,10,20240902,35,2
2153,71,14,20221014,6,1
2154,45,2,20210426,46,3
2155,112,3,20220317,79,5
2156,67,5,20210703,6,1
2157,10,6,20230307,71,2
2158,29,7,20220903,43,3
2159,170,11,20210326,22,1
2160,45,7,20220110,97,5
2161,144,10,20241127,76,5
2162,193,12,20240626,38,1
2163,208,10,20230704,78,3
2164,22,9,20221227,77,4
2165,146,11,20230225,6,3
2166,242,4,20241018,71,4
2167,55,6,20240712,17,1
2168,53,5,20210522,90,5
2169,242,1,20240917,96,1
2170,220,1,20230703,77,4
2171,167,2,20240211,0,1
2172,7,8,20220418,46,1
2173,121,11,20240604,42,3
2174,170,3,20220121,0,4
2175,62,5,20231209,96,2
2176,170,4,20220412,83,5
2177,215,3,20211214,70,4
2178,108,6,20231010,65,5
2179,70,5,20210513,97,2
2180,22,1,20240926,40,2
2181,81,10,20221116,39,3
2182,182,6,20240202,53,5
2183,142,7,20230320,81,4
2184,189,8,20221014,98,5
2185,21,11,20210403,2,3
2186,91,12,20210911,28,4
2187,81,7,20211104,97,4
2188,100,12,20210823,23,4
2189,102,3,20211108,62,5
2190,41,7,20241127,49,4
2191,69,8,20240820,81,5
2192,224,6,20210817,99,2
2193,145,1,20240307,9,5
2194,160,13,20231110,39,4
2195,203,10,20221222,70,5
2196,149,4,20230515,93,4
2197,7,14,20211117,41,3
2198,219,14,20240614,92,1
2199,217,9,20220607,54,5
2200,163,7,20220109,58,2
2201,210,1,20240428,60,5
2202,31,7,20220420,36,1
2203,167,1,20220808,39,5
2204,31,2,20220321,75,5
2205,70,3,20241215,57,4
2206,177,10,20220609,84,5
2207,162,2,20210815,26,2
2208,190,5,20220216,15,1
2209,43,13,20231116,78,2
2210,203,12,20230827,6,2
2211,169,12,20240618,47,4
2212,180,10,20210602,55,1
2213,221,11,20241125,54,5
2214,250,14,20220320,87,4
2215,174,4,20210625,44,3
2216,47,2,20210411,0,4
2217,195,1,20241107,14,3
2218,209,3,20241224,27,2
2219,126,5,20220726,30,1
2220,246,9,20220709,77,2
2221,11,5,20220908,40,1
2222,136,7,20210415,21,2
2223,231,1,20211214,44,5
2224,31,10,20220914,86,1
2225,36,11,20230528,66,1
2226,156,12,20241126,19,1
2227,66,13,20220917,3,5
2228,226,13,20230303,63,1
2229,50,6,20220522,53,3
2230,142,7,20240307,74,4
2231,16,13,20220510,14,1
2232,151,11,20210624,8,5
2233,175,14,20210906,43,2
2234,211,4,20240702,66,4
2235,210,5,20230710,12,4
2236,216,3,20221005,81,1
2237,64,9,20240313,56,3
2238,88,1,20210921,42,4
2239,18,3,20210619,71,4
2240,83,8,20230910,15,3
2241,9,14,20210216,0,4
2242,18,8,20230609,60,4
2243,92,3,20240915,52,1
2244,183,11,20220213,81,5
2245,57,12,20230524,42,5
2246,194,7,20230805,53,1
2247,149,1,20221109,36,5
2248,247,3,20240119,29,3
2249,85,8,20230109,12,5
2250,214,8,20230925,67,2
2251,205,5,20210528,4,1
2252,242,8,20240106,60,1
2253,204,14,20230126,34,1
2254,11,5,20220411,70,2
2255,27,11,20231126,2,2
2256,12,2,20231116,37,2
2257,164,2,20210426,13,3
2258,210,14,20231206,32,2
2259,54,2,20240328,50,3
2260,172,8,20230705,75,3
2261,92,9,20240703,2,3
2262,114,14,20210112,12,1
2263,48,2,20210814,98,1
2264,115,14,20220111,28,3
2265,134,5,20230427,71,1
2266,217,14,20230722,54,5
2267,102,1,20230924,20,1
2268,77,13,20240508,68,1
2269,151,4,20220613,18,4
2270,72,5,20230214,76,2
2271,88,3,20230401,28,3
2272,218,4,20210724,13,3
2273,204,9,20230616,31,3
2274,152,7,20220904,25,2
2275,186,13,20240917,44,4
2276,37,4,20211210,78,5
2277,225,12,20230525,81,3
2278,128,12,20211128,66,3
2279,21,11,20240426,34,4
2280,229,12,20210609,74,1
2281,95,3,20240501,63,4
2282,65,10,20240921,66,3
2283,189,2,20210914,64,1
2284,104,11,20220617,21,4
2285,228,12,20240807,25,5
2286,46,1,20220909,42,5
2287,43,10,20230806,80,2
2288,231,10,20230507,1,4
2289,11,4,20231018,88,4
2290,145,12,20230203,12,3
2291,176,3,20220424,80,5
2292,47,14,20231012,75,4
2293,231,2,20240119,50,1
2294,185,3,20210923,12,3
2295,3,13,20210725,34,3
2296,89,7,20231011,74,2
2297,101,8,20210822,61,4
2298,220,10,20210524,36,3
2299,146,11,20230909,51,3
2300,19,4,20231114,10,3
2301,171,7,20221003,93,3
2302,3,10,20241112,2,5
2303,197,8,20240110,79,2
2304,178,10,20240323,24,1
2305,17,4,20210519,67,3
2306,178,2,20220708,95,5
2307,135,7,20240515,65,2
2308,244,13,20211028,48,3
2309,23,2,20240904,28,2
2310,96,9,20221007,87,2
2311,170,9,20210616,1,4
2312,133,8,20230124,89,5
2313,76,9,20240914,80,2
2314,177,10,20230905,47,1
2315,107,6,20241107,15,2
2316,132,7,20230825,61,3
2317,203,7,20240806,75,1
2318,197,1,20211015,42,1
2319,6,3,20240420,84,5
2320,38,11,20220808,96,2
2321,67,1,20220518,69,2
2322,96,9,20230407,64,1
2323,179,13,20210613,15,1
2324,86,9,20230520,56,1
2325,29,5,20240227,36,2
2326,1,8,20211213,63,2
2327,233,1,20230620,36,3
2328,78,7,20210608,13,2
2329,207,4,20211016,11,5
2330,114,6,20240621,33,3
2331,79,3,20240213,6,1
2332,88,10,20220607,4,2
2333,196,2,20220412,81,5
2334,41,2,20240624,37,1
2335,9,3,20230408,75,1
2336,143,6,20241227,57,1
2337,4,11,20241005,65,3
2338,25,2,20220307,65,1
2339,90,2,20221008,99,5
2340,225,4,20231219,42,3
2341,126,3,20210226,58,2
2342,173,3,20221113,67,5
2343,89,6,20240909,68,2
2344,1,11,20221025,94,2
2345,13,3,20210209,2,1
2346,19,4,20221024,33,1
2347,218,1,20230521,3,1
2348,247,12,20210104,32,1
2349,160,6,20230102,38,5
2350,217,12,20231028,88,5
2351,177,2,20211003,64,4
2352,118,6,20230801,31,5
2353,207,12,20211128,19,2
2354,102,5,20230222,0,4
2355,14,1,20220809,70,5
2356,153,4,20230123,82,2
2357,224,8,20210227,8,2
2358,77,4,20230404,42,4
2359,165,9,20230514,87,2
2360,55,12,20210127,73,2
2361,37,6,20210818,90,4
2362,232,12,20240909,45,5
2363,43,11,20230610,2,2
2364,148,3,20220513,39,5
2365,103,9,20240905,93,1
2366,116,5,20231127,96,5
2367,117,4,20221015,27,5
2368,52,9,20230218,80,2
2369,21,14,20220103,42,3
2370,127,1,20220222,20,4
2371,154,2,20220126,53,5
2372,179,3,20210504,97,2
2373,220,3,20240501,37,1
2374,227,12,20211208,50,4
2375,56,4,20230203,38,1
2376,95,2,20220805,21,3
2377,42,10,20240503,9,3
2378,188,1,20230508,21,1
2379,38,12,20220521,97,2
2380,207,13,20211026,40,4
2381,113,10,20240215,59,4
2382,127,4,20230308,83,3
2383,1,11,20210115,53,5
2384,205,5,20230123,71,2
2385,55,9,20230128,44,1
2386,140,2,20240725,7,2
2387,34,14,20221220,64,2
2388,190,2,20220915,63,4
2389,205,2,20220419,75,1
2390,55,6,20231009,64,1
2391,211,1,20241127,43,5
2392,112,2,20231112,60,3
2393,133,7,20230512,2,5
2394,199,11,20240411,60,1
2395,90,6,20230419,55,1
2396,109,13,20231214,68,4
2397,213,1,20240819,93,1
2398,196,3,20220108,44,3
2399,31,6,20240413,7,2
2400,186,10,20230313,43,5
2401,175,11,20230405,15,3
2402,166,10,20220921,81,2
2403,80,1,20230528,88,3
2404,111,9,20210201,11,3
2405,41,4,20210516,68,5
2406,69,8,20210316,48,5
2407,132,5,20210710,67,3
2408,220,5,20220323,66,3
2409,189,3,20231007,69,5
2410,248,6,20230616,84,1
2411,130,6,20211016,66,1
2412,136,13,20240512,16,3
2413,46,3,20230109,14,3
2414,159,12,20220708,65,5
2415,31,1,20210715,15,4
2416,234,9,20221205,76,3
2417,190,12,20221123,42,3
2418,128,8,20240226,17,2
2419,137,5,20220823,94,5
2420,128,3,20240223,65,1
2421,185,9,20211111,21,3
2422,182,3,20221020,91,2
2423,109,7,20241115,96,5
2424,95,14,20231102,47,3
2425,134,8,20231115,68,5
2426,17,13,20230916,94,3
2427,134,12,20230625,31,1
2428,128,14,20230707,76,3
2429,209,12,20240415,78,3
2430,226,3,20221013,85,5
2431,14,4,20240702,20,5
2432,110,6,20231024,20,5
2433,109,13,20230808,18,3
2434,176,7,20220620,64,3
2435,53,9,20231203,25,3
2436,221,5,20230109,96,5
2437,16,1,20230911,64,3
2438,4,3,20221216,91,2
2439,196,14,20231224,86,4
2440,105,12,20240410,76,1
2441,124,6,20240718,17,4
2442,178,14,20231119,11,5
2443,131,8,20240414,71,1
2444,1,10,20240607,29,3
2445,159,5,20210418,18,5
2446,151,6,20210928,16,5
2447,165,11,20210728,56,3
2448,34,10,20230920,9,2
2449,239,4,20210805,88,1
2450,212,12,20210114,44,5
2451,170,9,20220705,14,1
2452,37,14,20220106,55,3
2453,61,11,20220511,15,4
2454,95,2,20211112,88,4
2455,142,6,20220307,9,1
2456,240,6,20211118,88,2
2457,48,7,20230314,33,3
2458,25,11,20230818,66,5
2459,132,10,20231228,36,5
2460,249,14,20240704,64,2
2461,26,3,20241225,80,5
2462,9,9,20220215,78,4
2463,216,12,20240626,33,1
2464,118,6,20220728,33,2
2465,214,8,20210310,46,4
2466,217,3,20241106,68,2
2467,69,8,20230225,40,1
2468,129,4,20220805,53,2
2469,180,10,20220914,65,3
2470,70,9,20230105,25,1
2471,74,12,20240115,89,3
2472,150,7,20220808,72,3
2473,114,5,20210404,34,2
2474,30,11,20240114,91,1
2475,134,2,20241212,89,3
2476,37,5,20230926,80,5
2477,223,6,20210526,97,2
2478,122,2,20240303,15,5
2479,198,1,20210916,69,2
2480,4,2,20230622,9,1
2481,93,10,20220124,70,1
2482,196,10,20210511,45,3
2483,8,9,20231206,38,2
2484,140,2,20240706,35,1
2485,23,5,20230915,23,3
2486,247,4,20241007,69,5
2487,50,8,20220803,48,3
2488,186,6,20230421,5,2
2489,103,2,20241015,58,3
2490,207,14,20220314,12,4
2491,247,6,20221205,4,4
2492,124,11,20211012,14,5
2493,249,2,20230213,82,1
2494,7,5,20220925,21,1
2495,104,7,20220901,8,5
2496,17,11,20220214,75,5
2497,17,4,20221027,32,1
2498,3,5,20221121,20,2
2499,5,13,20211015,80,1
2500,117,3,20240620,78,2
2501,102,9,20210904,52,3
2502,83,11,20220612,48,5
2503,120,14,20240210,72,2
2504,136,6,20211012,80,1
2505,30,7,20230118,77,1
2506,167,6,20240515,47,2
2507,130,13,20231109,49,3
2508,95,7,20220113,64,3
2509,235,14,20220209,47,3
2510,117,1,20220104,45,5
2511,133,10,20210310,16,4
2512,167,8,20210515,17,3
2513,5,4,20220128,93,5
2514,212,8,20220618,10,5
2515,74,11,20220711,55,4
2516,153,3,20211222,97,1
2517,150,10,20220325,62,3
2518,64,2,20241108,53,5
2519,17,8,20240918,33,5
2520,121,3,20240814,57,4
2521,42,8,20220401,16,4
2522,158,4,20240624,13,1
2523,191,13,20240810,40,2
2524,22,12,20241012,37,2
2525,166,9,20220222,91,4
2526,183,4,20220312,29,3
2527,108,7,20230221,82,4
2528,9,8,20220328,52,3
2529,114,2,20240614,3,3
2530,203,3,20240810,79,1
2531,186,4,20220905,51,3
2532,222,2,20221012,18,1
2533,247,9,20240224,81,1
2534,131,8,20230923,27,2
2535,177,11,20230917,29,5
2536,154,2,20240614,57,4
2537,46,9,20210411,80,1
2538,228,14,20231017,8,4
2539,163,5,20210115,43,3
2540,61,1,20240418,57,3
2541,40,11,20220628,24,3
2542,75,8,20241119,37,1
2543,228,5,20211212,21,4
2544,192,13,20211026,49,4
2545,214,10,20210925,12,2
2546,63,7,20240512,9,4
2547,53,6,20240711,94,2
2548,78,2,20231110,23,3
2549,18,4,20230828,79,2
2550,201,12,20241028,92,5
2551,134,2,20231012,89,5
2552,147,11,20220728,65,2
2553,42,3,20231126,41,4
2554,128,9,20210824,58,5
2555,15,12,20210221,24,4
2556,180,4,20210804,40,1
2557,21,8,20220324,37,3
2558,105,14,20230810,24,2
2559,97,11,20230420,24,1
2560,231,11,20240612,2,5
2561,176,1,20221126,14,5
2562,171,12,20221123,28,3
2563,85,11,20210513,35,4
2564,21,11,20240515,33,3
2565,206,10,20230503,2,4
2566,78,10,20210920,73,4
2567,138,8,20210424,83,4
2568,217,6,20211119,95,4
2569,168,5,20221122,36,1
2570,162,12,20240417,14,5
2571,212,5,20231025,33,5
2572,81,12,20210816,19,4
2573,104,11,20220928,50,4
2574,127,10,20220427,78,1
2575,31,5,20220428,28,4
2576,185,14,20240421,81,1
2577,131,5,20230709,49,5
2578,151,1,20220411,33,4
2579,185,14,20231008,82,1
2580,215,14,20240206,49,1
2581,160,12,20230917,21,2
2582,156,11,20210804,80,2
2583,196,4,20230627,26,1
2584,226,14,20220617,98,3
2585,163,5,20241102,12,4
2586,213,2,20210401,46,5
2587,151,3,20220426,57,3
2588,70,14,20240802,8,4
2589,24,12,20221102,93,4
2590,82,9,20210521,10,5
2591,71,8,20230315,0,2
2592,47,7,20241116,51,3
2593,193,14,20230422,76,1
2594,179,3,20210920,92,3
2595,123,7,20221118,11,2
2596,220,4,20240612,8,1
2597,200,12,20211010,11,3
2598,25,5,20231112,41,4
2599,248,13,20230807,64,1
2600,247,2,20230812,53,4
2601,117,14,20220211,14,3
2602,150,9,20230521,8,4
2603,197,11,20230216,46,4
2604,56,6,20240708,10,2
2605,209,7,20230202,74,2
2606,45,3,20230305,84,3
2607,97,13,20230508,84,4
2608,178,9,20210117,19,3
2609,219,7,20220902,52,3
2610,239,2,20240912,77,2
2611,95,8,20230513,50,4
2612,154,14,20230714,59,4
2613,128,5,20220822,21,4
2614,176,4,20220119,86,5
2615,217,1,20220102,10,3
2616,136,13,20241103,9,5
2617,249,3,20220420,48,2
2618,117,10,20210707,47,5
2619,15,1,20211119,93,3
2620,174,2,20210123,55,5
2621,25,8,20241114,38,1
2622,245,3,20241004,47,1
2623,115,1,20240526,66,2
2624,27,1,20231108,66,2
2625,169,6,20231223,61,2
2626,87,2,20230820,85,3
2627,102,12,20240805,41,1
2628,148,6,20221019,16,1
2629,165,2,20241024,67,2
2630,130,5,20220703,17,2
2631,54,3,20220104,60,5
2632,119,12,20220209,62,3
2633,164,4,20230311,81,4
2634,81,12,20230507,51,3
2635,25,14,20240217,96,3
2636,117,11,20230414,16,4
2637,27,11,20210507,84,5
2638,127,7,20230501,41,1
2639,75,2,20230912,54,1
2640,18,2,20240928,74,1
2641,59,2,20210520,12,1
2642,221,8,20220911,77,2
2643,209,11,20210619,27,5
2644,148,5,20240516,27,3
2645,19,4,20220819,37,5
2646,150,3,20241019,7,4
2647,28,11,20211106,41,4
2648,113,13,20221204,43,1
2649,250,9,20210226,45,1
2650,22,12,20230514,34,3
2651,195,7,20240519,29,4
2652,32,5,20220604,38,5
2653,66,7,20220208,82,2
2654,153,11,20230802,5,5
2655,63,1,20220411,47,1
2656,58,1,20230219,66,1
2657,103,13,20241226,90,4
2658,105,3,20210725,94,1
2659,52,4,20230405,2,5
2660,87,7,20230125,30,3
2661,155,9,20231111,51,4
2662,2,5,20210428,92,3
2663,250,2,20220824,28,1
2664,198,5,20220604,65,2
2665,92,2,20240102,40,2
2666,23,12,20221028,61,2
2667,238,10,20231003,22,4
2668,172,9,20220509,20,5
2669,14,2,20211025,53,3
2670,88,10,20210101,92,2
2671,65,12,20240725,63,2
2672,76,5,20230207,95,2
2673,125,8,20221228,41,4
2674,70,4,20210118,64,2
2675,249,12,20210302,27,5
2676,58,7,20210724,53,1
2677,191,2,20211221,40,2
2678,175,13,20240216,0,5
2679,161,2,20210623,27,4
2680,199,8,20240514,95,1
2681,210,10,20241005,74,2
2682,220,9,20210820,33,4
2683,238,13,20221126,34,4
2684,240,6,20230418,81,2
2685,61,4,20241209,7,5
2686,206,12,20240714,75,1
2687,156,4,20210627,14,2
2688,227,14,20240612,19,4
2689,37,13,20230104,48,5
2690,87,4,20220327,98,2
2691,44,1,20230817,19,5
2692,206,2,20220715,42,5
2693,25,1,20220603,92,1
2694,24,8,20240920,67,5
2695,51,2,20230302,50,1
2696,186,1,20240525,78,1
2697,234,1,20240309,71,2
2698,106,13,20221207,61,5
2699,88,11,20241005,44,3
2700,11,10,20221125,17,5
2701,82,11,20211218,66,2
2702,42,14,20240520,16,2
2703,78,6,20210202,81,2
2704,54,11,20230118,47,2
2705,144,9,20230524,13,1
2706,136,2,20230106,38,3
2707,125,3,20221018,24,2
2708,98,7,20211024,11,2
2709,233,10,20241226,51,3
2710,39,2,20240813,50,3
2711,232,9,20240901,50,2
2712,48,8,20221108,30,3
2713,185,14,20210623,38,3
2714,231,10,20220511,32,2
2715,221,12,20210125,5,3
2716,10,10,20230416,0,5
2717,1,2,20211113,12,5
2718,149,5,20210915,40,1
2719,62,7,20210813,11,2
2720,120,14,20211123,10,4
2721,178,2,20240808,0,3
2722,111,4,20210320,76,1
2723,206,5,20210913,58,4
2724,19,7,20230722,33,4
2725,8,6,20210410,57,1
2726,83,12,20230609,82,2
2727,12,10,20210209,45,3
2728,138,6,20240508,36,5
2729,10,9,20230721,17,3
2730,127,11,20210910,49,5
2731,126,6,20241011,82,3
2732,128,13,20240303,94,1
2733,23,9,20230517,96,2
2734,198,11,20220324,65,1
2735,43,8,20230705,78,4
2736,33,3,20210520,89,3
2737,130,3,20230513,54,5
2738,172,10,20240122,73,3
2739,141,1,20240212,84,3
2740,30,6,20230414,55,1
